name,processor,operating_sys,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Display_cm,Display_inch,Warranty_Years,Price
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,89690
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,40.89,16.1,,89500
HP Envy x360 Creator OLED Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0043TU ...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,89490
MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",16 GB DDR4 RAM,,,,,,,,88999
ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windo...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,43.94,17.3,1,88990
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7620 2 in 1 Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,40.64,16,,88490
HP Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) FA0354TX Laptop,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,88164
HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,1024,SSD,33.78,13.3,,88000
Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 L...,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,,87999
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,87990
DELL Inspiron 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/4 GB Graphics) 5370 Thin and Lig...,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,256,SSD,33.78,13.3,,87990
ASUS Vivobook Pro 15 Core i9 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,Intel Core i9 Processor (11th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,87990
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 16 2-in-1 2 in 1 Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.64,16,1,87500
HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",8 GB DDR4 RAM,,,,,,,,87490
DELL Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,NVIDIA RTX 3050 Graphics upto 90W TGP,Alienware Command Center,,,,,,,,87099
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light L...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR5,512,SSD,35.56,14,1,86990
Lenovo IdeaPad Flex 5 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light...,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,LPDDR4X,512,SSD,35.56,14,1,86690
Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC7 Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,LPDDR4X,512,SSD,33.78,13.3,3,86510
Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,33.78,13.3,,86000
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,85998
ASUS ASUS TUF Dash Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,1,85990
DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,85990
MSI Katana GF66 Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,85990
GIGABYTE G5 ME-51IN213SH Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,2,85990
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,,85990
MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,2,85990
ASUS TUF Gaming A17 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,16,DDR4,512,SSD,43.94,17.3,1,85990
DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10) Inspiron 7415 2 in 1 Laptop,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,,85990
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) D552269WIN9S Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,40.64,16,1,85990
HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,,85500
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0121TU Thi...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,LPDDR4X,512,SSD,34.04,13.4,1,85490
Lenovo Thinkpad E series Ryzen 5 Octa Core 5500U - (8 GB/512 GB SSD/Windows 11 Pro) TPE14G3 Business L...,AMD Ryzen 5 Octa Core Processor,Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,3,85250
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,85000
Lenovo Legion Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,84990
MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,2,84990
HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,1024,SSD,35.56,14,,84990
acer Ryzen 5 Hexa Core 6600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) A...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR5,1024,SSD,39.62,15.6,1,84990
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,LPDDR4X,512,SSD,33.78,13.3,1,84990
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,84990
acer Spin 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) SP314-55N 2 in 1 Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,LPDDR4X,512,SSD,35.56,14,,84990
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,84790
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 2 in 1 Laptop,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,Graphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint Reader,,DDR4,,,,,,84500
HP Pavilion Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX ...,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,84500
DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/12...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,512,SSD,96.52,,1,84000
ASUS TUF Dash F15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR5,512,SSD,39.62,15.6,1,83990
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,83990
ASUS Core i5 12th Gen - (8 GB/8 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4GB G...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR4,8,SSD,39.62,15.6,1,83818
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapt...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,,83500
acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,1,82999
HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,82990
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,82990
HP Victus Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR5,512,SSD,40.89,16.1,1,82990
ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,82990
HP Victus Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 1...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,82990
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,82600
DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 3050/120 Hz)...,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,,82500
HP Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/Windows 11 Home) x360-ay1062au Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,33.78,13.3,1,82500
ASUS VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,82490
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Ubuntu) 3420 Business Laptop,Intel Core i5 Processor (11th Gen),Linux/Ubuntu Operating System,8,DDR4,512,SSD,35.56,14,3,82425
Lenovo Thinkbook Gen 2 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Pro) TBG2 Business Laptop,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,3,82350
HP Envy x360 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 13-AY0045AU 2 in 1 Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,33.78,13.3,,82000
Lenovo IdeaPad Gaming 3i Intel Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,1,82000
acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR3,256,SSD,35.56,14,,81998
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0040TU Thin ...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,81990
ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR5,512,SSD,39.62,15.6,,81990
ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Dual Core Processor (7th Gen),Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,81990
HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.89,16.1,,81900
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,1,81000
acer Swift 7 Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF713-51 Thin and Light Laptop,Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,8,DDR3,256,SSD,33.78,13.3,,80990
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 2 in 1 Laptop,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,Graphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint Reader,,DDR4,,,,,,80990
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 5420 Business Laptop,Intel Core i5 Processor (11th Gen),Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,3,80990
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,80990
ASUS Vivobook Pro 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,80990
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,80990
HP Pavilion Plus Creator Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-eh0025TU Thin ...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,80500
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,35.56,14,3,80490
HP Envy Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba1501TX Thin and...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,33.78,13.3,,80000
Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,33.78,13.3,,79997
SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin a...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,LPDDR4X,512,SSD,39.62,15.6,1,79990
acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light ...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,79990
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2046AU Thin an...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,LPDDR5,1024,SSD,33.78,13.3,1,79990
SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin a...,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,16,LPDDR4X,512,SSD,39.62,15.6,1,79990
MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,79990
ASUS Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 10 Home) UM325SA-KG701TS Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,16,LPDDR4X,1024,SSD,33.78,13.3,,79990
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR5,512,SSD,39.62,15.6,1,79990
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2047AU Thin an...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,LPDDR5,1024,SSD,33.78,13.3,1,79990
acer Nitro 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,79990
ASUS Vivobook Flip Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-LZ511WS 2 in 1 Lapto...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,79990
ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,79990
ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,79990
acer Nitro 5 Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR5,512,SSD,39.62,15.6,1,79990
DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Lapt...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,79990
HP Pavilion Plus Creator OLED (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,79990
acer Nitro 5 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,79990
HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 13-AY1065AU Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,DDR4,512,SSD,33.78,13.3,1,79500
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,79500
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Lapto...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,79500
Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,34.54,13.6,,79400
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dy0053TU Thin and Light Lap...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,,79199
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,79074
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1010TU Thin and Light Lap...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,79000
ASUS Pro P5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,35.56,14,1,78990
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,78990
ASUS Pro P5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,1,78990
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5518 Thin an...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,78890
Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,78666
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2018TX Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,LPDDR4,512,SSD,39.62,15.6,1,78500
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,78500
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5410 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,78500
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,1,78500
